"","formid","speciesid","abundance","X","id","fish_memberid","region","site","familyid","timecode","site4","site1","comments","memberid","exp","type","geogr","geogr4","geogr1","latitude","longitude","date","stemp","btemp","btime","start","visibility","averagedepth","maxdepth","current","year","month","day","occ","exp_binary","abundance2","abund_trans","site_dmy"
"9969074",5170188,96,0,11166131,11171668,12885,"TWA",34030014,60,16,3403,3,"NULL",12885,"N",1,34030014,3403,3,0,0,2020-07-26,"0","85","61","16","4","4","4","3",2020,7,26,0,0,1,0,"340300142672020"
"9969642",5170190,96,0,11165989,11171526,12885,"TWA",34030001,64,10,3403,3,"NULL",12885,"N",1,34030001,3403,3,0,0,2020-07-27,"0","85","61","10","5","4","4","3",2020,7,27,0,0,1,0,"340300012772020"
"9970210",5170210,96,0,11166016,11171553,29316,"TWA",34030014,41,16,3403,3,"NULL",29316,"N",1,34030014,3403,3,0,0,2020-07-26,"85","85","61","16","4","4","4","3",2020,7,26,0,0,1,0,"340300142672020"
"9970778",5170239,96,0,11166173,11171710,48357,"TWA",34030014,34,14,3403,3,"NULL",48357,"E",1,34030014,3403,3,0,0,2020-07-27,"88","85","48","14","4","4","NULL","2",2020,7,27,0,1,1,0,"baseline"
"9971346",5170249,96,2,11266630,11272171,52284,"TWA",33010748,64,7,3301,3,"NULL",52284,"N",1,33010748,3301,3,0,0,2020-07-11,"80","79","44","7","4","9","10","2",2020,7,11,1,0,3,2,"baseline"
"9971914",5170250,96,0,11166161,11171698,3217,"TWA",33010059,53,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-07-31,"84","84","30","8","3","1","1","2",2020,7,31,0,1,1,0,"baseline"
"9972482",5170280,96,0,11171555,11177092,61018,"TWA",34030001,38,9,3403,3,"NULL",61018,"N",1,34030001,3403,3,0,0,2020-07-27,"0","84","53","9","5","4","4","3",2020,7,27,0,0,1,0,"340300012772020"
"9973050",5170393,96,0,11171528,11177065,3217,"TWA",33010059,60,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-03,"84","84","30","8","3","1","1","2",2020,8,3,0,1,1,0,"33010059382020"
"9973618",5170394,96,0,11171531,11177068,3217,"TWA",33010059,54,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-03,"84","84","60","9","3","1","1","2",2020,8,3,0,1,1,0,"33010059382020"
"9974186",5170425,96,0,11176516,11182057,75172,"TWA",34060008,54,10,3406,3,"NULL",75172,"N",1,34060008,3406,3,0,0,2020-07-27,"86","84","60","10","2","3","4","2",2020,7,27,0,0,1,0,"340600082772020"
"9974754",5170426,96,0,11176631,11182172,75172,"TWA",34060008,53,11,3406,3,"NULL",75172,"N",1,34060008,3406,3,0,0,2020-07-27,"86","84","60","11","2","3","4","3",2020,7,27,0,0,1,0,"340600082772020"
"9975322",5170427,96,0,11176459,11182000,75172,"TWA",34060008,60,9,3406,3,"NULL",75172,"N",1,34060008,3406,3,0,0,2020-07-27,"86","84","60","9","2","3","4","3",2020,7,27,0,0,1,0,"340600082772020"
"9975890",5170428,96,0,11176597,11182138,3217,"TWA",33010059,1,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-04,"84","84","40","8","3","3","3","1",2020,8,4,0,1,1,0,"33010059482020"
"9976458",5170429,96,0,11176478,11182019,3217,"TWA",33010059,75,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-04,"84","84","60","9","3","3","3","2",2020,8,4,0,1,1,0,"33010059482020"
"9977026",5170430,96,0,11176638,11182179,3217,"TWA",33010059,54,11,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-04,"84","84","40","11","3","1","1","2",2020,8,4,0,1,1,0,"33010059482020"
"9977594",5170452,96,0,11176444,11181985,48357,"TWA",34030014,54,14,3403,3,"NULL",48357,"E",1,34030014,3403,3,0,0,2020-08-05,"88","85","50","14","4","4","4","3",2020,8,5,0,1,1,0,"baseline"
"9978162",5170453,96,0,11176679,11182220,3217,"TWA",33010059,54,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-05,"84","84","40","9","3","3","3","2",2020,8,5,0,1,1,0,"33010059582020"
"9978730",5170454,96,0,11176471,11182012,3217,"TWA",33010059,127,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-05,"85","85","60","10","3","3","3","2",2020,8,5,0,1,1,0,"33010059582020"
"9979298",5170455,96,0,11176521,11182062,3217,"TWA",33010059,119,11,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-05,"85","85","35","11","3","1","1","2",2020,8,5,0,1,1,0,"33010059582020"
"9979866",5170470,96,0,11176519,11182060,3217,"TWA",33010059,34,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-06,"85","85","45","9","4","3","3","1",2020,8,6,0,1,1,0,"33010059682020"
"9980434",5170471,96,0,11176445,11181986,3217,"TWA",33010059,17,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-06,"85","85","50","10","4","3","3","2",2020,8,6,0,1,1,0,"33010059682020"
"9981002",5170472,96,0,11176500,11182041,3217,"TWA",33010059,10,12,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-06,"85","85","50","12","4","1","1","2",2020,8,6,0,1,1,0,"33010059682020"
"9981570",5170482,96,0,11176580,11182121,75193,"TWA",34030009,54,11,3403,3,"NULL",75193,"N",1,34030009,3403,3,0,0,2020-08-06,"85","83","65","11","4","5","6","3",2020,8,6,0,0,1,0,"34030009682020"
"9982138",5170497,96,0,11176490,11182031,69518,"TWA",34030009,54,13,3403,3,"NULL",69518,"N",1,34030009,3403,3,0,0,2020-07-25,"87","87","58","13","3","4","5","3",2020,7,25,0,0,1,0,"baseline"
"9982706",5170500,96,0,11176557,11182098,73078,"TWA",34080008,70,11,3408,3,"NULL",73078,"N",1,34080008,3408,3,0,0,2020-06-29,"86","86","58","11","3","4","4","2",2020,6,29,0,0,1,0,"baseline"
"9983274",5170501,96,0,11176733,11182274,73078,"TWA",34080004,34,10,3408,3,"NULL",73078,"N",1,34080004,3408,3,0,0,2020-07-08,"86","86","30","10","3","3","4","2",2020,7,8,0,0,1,0,"baseline"
"9983842",5170503,96,0,11176554,11182095,75114,"TWA",34080023,17,13,3408,3,"NULL",75114,"N",1,34080023,3408,3,0,0,2020-07-18,"86","86","51","13","3","4","5","3",2020,7,18,0,0,1,0,"baseline"
"9984410",5170504,96,0,11176494,11182035,75114,"TWA",34030009,34,13,3403,3,"NULL",75114,"N",1,34030009,3403,3,0,0,2020-07-27,"88","88","55","13","4","4","5","3",2020,7,27,0,0,1,0,"baseline"
"9984978",5170506,96,0,11176573,11182114,57724,"TWA",34080001,17,9,3408,3,"NULL",57724,"N",1,34080001,3408,3,0,0,2020-07-30,"88","88","60","9","3","4","4","3",2020,7,30,0,0,1,0,"baseline"
"9985546",5170512,96,0,8409836,11181982,3217,"TWA",33010059,34,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-07,"85","85","30","9","5","1","1","2",2020,8,7,0,1,1,0,"33010059782020"
"9986114",5170513,96,0,11176498,11182039,3217,"TWA",33010059,119,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-07,"86","86","45","10","5","3","3","1",2020,8,7,0,1,1,0,"33010059782020"
"9986682",5170514,96,0,11176474,11182015,3217,"TWA",33010059,54,11,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-07,"85","85","70","11","5","3","3","2",2020,8,7,0,1,1,0,"33010059782020"
"9987250",5170523,96,0,11176454,11181995,4572,"TWA",33010104,14,12,3301,3,"NULL",4572,"N",1,33010104,3301,3,0,0,2020-08-07,"80","0","110","12","2","1","1","2",2020,8,7,0,0,1,0,"baseline"
"9987818",5170526,96,0,11176493,11182034,48357,"TWA",34030009,64,14,3403,3,"NULL",48357,"E",1,34030009,3403,3,0,0,2020-08-06,"88","86","45","14","4","4","5","2",2020,8,6,0,1,1,0,"34030009682020"
"9988386",5170540,96,0,11176458,11181999,57724,"TWA",34030009,60,12,3403,3,"NULL",57724,"N",1,34030009,3403,3,0,0,2020-08-07,"86","86","60","12","4","5","5","3",2020,8,7,0,0,1,0,"baseline"
"9988954",5170574,96,0,11176482,11182023,48357,"TWA",34040004,122,14,3404,3,"NULL",48357,"E",1,34040004,3404,3,0,0,2020-08-08,"88","87","50","14","4","4","4","2",2020,8,8,0,1,1,0,"baseline"
"9989522",5170608,96,0,11182853,11188394,4572,"TWA",32010005,26,13,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2020-08-10,"80","0","60","13","1","1","1","1",2020,8,10,0,0,1,0,"baseline"
"9990090",5170629,96,0,11183058,11188599,72043,"TWA",33010059,54,11,3301,3,"NULL",72043,"E",1,33010059,3301,3,0,0,2020-08-08,"0","86","113","11","2","3","3","2",2020,8,8,0,1,1,0,"baseline"
"9990658",5170645,96,0,11182886,11188427,10466,"TWA",33010059,38,12,3301,3,"NULL",10466,"E",1,33010059,3301,3,0,0,2020-08-10,"0","85","60","12","3","2","2","3",2020,8,10,0,1,1,0,"330100591082020"
"9991226",5170647,96,0,11182876,11188417,10466,"TWA",33010059,66,13,3301,3,"NULL",10466,"E",1,33010059,3301,3,0,0,2020-08-10,"0","85","60","13","3","2","3","3",2020,8,10,0,1,1,0,"330100591082020"
"9991794",5170653,96,0,11182943,11188484,10466,"TWA",33010059,4,14,3301,3,"NULL",10466,"E",1,33010059,3301,3,0,0,2020-08-10,"0","85","55","14","2","3","4","3",2020,8,10,0,1,1,0,"330100591082020"
"9992362",5170661,96,0,11206642,11212183,72043,"TWA",34030182,51,14,3403,3,"NULL",72043,"E",1,34030182,3403,3,0,0,2020-08-11,"0","87","63","14","4","4","5","3",2020,8,11,0,1,1,0,"340301821182020"
"9992930",5170666,96,0,11206778,11212319,12885,"TWA",34030023,64,9,3403,3,"NULL",12885,"N",1,34030023,3403,3,0,0,2020-08-11,"0","87","61","9","5","4","4","3",2020,8,11,0,0,1,0,"340300231182020"
"9993498",5170671,96,0,11182860,11188401,4572,"TWA",32010005,14,14,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2020-08-11,"88","0","110","14","2","1","1","2",2020,8,11,0,0,1,0,"baseline"
"9994066",5170683,96,0,11182893,11188434,61018,"TWA",34030014,64,10,3403,3,"NULL",61018,"N",1,34030014,3403,3,0,0,2020-08-03,"0","0","60","10","3","4","5","2",2020,8,3,0,0,1,0,"baseline"
"9994634",5170688,96,0,11182995,11188536,61018,"TWA",34030009,14,11,3403,3,"NULL",61018,"N",1,34030009,3403,3,0,0,2020-08-06,"0","84","68","11","3","5","6","3",2020,8,6,0,0,1,0,"34030009682020"
"9995202",5170692,96,0,11206681,11212222,74898,"TWA",34030008,17,9,3403,3,"NULL",74898,"N",1,34030008,3403,3,0,0,2020-08-12,"89","87","61","9","3","4","5","3",2020,8,12,0,0,1,0,"340300081282020"
"9995770",5170694,96,0,11206682,11212223,39750,"TWA",34030182,34,15,3403,3,"NULL",39750,"N",1,34030182,3403,3,0,0,2020-08-11,"90","87","61","15","3","4","4","2",2020,8,11,0,0,1,0,"340301821182020"
"9996338",5170695,96,0,11206970,11212511,29316,"TWA",34030023,41,10,3403,3,"NULL",29316,"N",1,34030023,3403,3,0,0,2020-08-11,"87","87","61","10","5","4","4","3",2020,8,11,0,0,1,0,"340300231182020"
"9996906",5170706,96,0,11206648,11212189,47416,"TWA",34030023,14,10,3403,3,"NULL",47416,"E",1,34030023,3403,3,0,0,2020-08-11,"88","86","65","10","4","3","4","3",2020,8,11,0,1,1,0,"340300231182020"
"9997474",5170708,96,0,11183143,11188684,4572,"TWA",32010005,14,15,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2020-08-12,"84","0","90","15","2","1","1","1",2020,8,12,0,0,1,0,"baseline"
"9998042",5170712,96,0,11206804,11212345,47416,"TWA",34030182,64,16,3403,3,"NULL",47416,"E",1,34030182,3403,3,0,0,2020-08-11,"88","86","69","16","4","4","5","3",2020,8,11,0,1,1,0,"340301821182020"
"9998610",5170716,96,0,11206661,11212202,74898,"TWA",34030182,53,15,3403,3,"NULL",74898,"N",1,34030182,3403,3,0,0,2020-08-11,"89","83","61","15","3","4","4","2",2020,8,11,0,0,1,0,"340301821182020"
"9999178",5170718,96,0,11206901,11212442,2948,"TWA",34030182,54,16,3403,3,"NULL",2948,"E",1,34030182,3403,3,0,0,2020-08-11,"85","85","62","16","4","4","5","2",2020,8,11,0,1,1,0,"340301821182020"
"9999746",5170719,96,0,11206644,11212185,2948,"TWA",34030023,91,10,3403,3,"NULL",2948,"E",1,34030023,3403,3,0,0,2020-08-11,"85","85","60","10","4","4","4","3",2020,8,11,0,1,1,0,"340300231182020"
"10000314",5170723,96,0,11206736,11212277,39750,"TWA",34030008,45,9,3403,3,"NULL",39750,"N",1,34030008,3403,3,0,0,2020-08-12,"89","87","61","9","3","4","5","2",2020,8,12,0,0,1,0,"340300081282020"
"10000882",5170742,96,0,11206838,11212379,70218,"TWA",34030182,17,15,3403,3,"NULL",70218,"E",1,34030182,3403,3,0,0,2020-08-11,"0","0","59","15","4","4","5","3",2020,8,11,0,1,1,0,"340301821182020"
"10001450",5170743,96,0,11206643,11212184,12885,"TWA",34030011,1,9,3403,3,"NULL",12885,"N",1,34030011,3403,3,0,0,2020-08-13,"0","86","64","9","3","4","6","3",2020,8,13,0,0,1,0,"340300111382020"
"10002018",5170748,96,0,11183180,11188721,5054,"TWA",34030009,54,11,3403,3,"NULL",5054,"E",1,34030009,3403,3,0,0,2020-08-06,"84","84","62","11","5","5","6","3",2020,8,6,0,1,1,0,"34030009682020"
"10002586",5170750,96,0,11183038,11188579,5054,"TWA",34030038,54,14,3403,3,"NULL",5054,"E",1,34030038,3403,3,0,0,2020-08-09,"84","84","36","14","3","8","11","2",2020,8,9,0,1,1,0,"34030038982020"
"10003154",5170754,96,0,11206809,11212350,5054,"TWA",34030182,38,15,3403,3,"NULL",5054,"E",1,34030182,3403,3,0,0,2020-08-11,"86","86","64","15","4","4","5","3",2020,8,11,0,1,1,0,"340301821182020"
"10003722",5170756,96,0,11206674,11212215,5054,"TWA",34030008,34,9,3403,3,"NULL",5054,"E",1,34030008,3403,3,0,0,2020-08-12,"86","86","62","9","3","4","5","3",2020,8,12,0,1,1,0,"340300081282020"
"10004290",5170758,96,0,11206634,11212175,5054,"TWA",34030011,53,9,3403,3,"NULL",5054,"E",1,34030011,3403,3,0,0,2020-08-13,"86","86","61","9","2","4","5","3",2020,8,13,0,1,1,0,"340300111382020"
"10004858",5170759,96,0,11206637,11212178,2948,"TWA",34030011,34,10,3403,3,"NULL",2948,"E",1,34030011,3403,3,0,0,2020-08-13,"85","85","59","10","4","5","6","2",2020,8,13,0,1,1,0,"340300111382020"
"10005426",5170760,96,0,11206676,11212217,72043,"TWA",34030011,41,9,3403,3,"NULL",72043,"E",1,34030011,3403,3,0,0,2020-08-13,"0","86","62","9","3","4","5","2",2020,8,13,0,1,1,0,"340300111382020"
"10005994",5170774,96,0,11183523,11189064,61018,"TWA",34030038,34,14,3403,3,"NULL",61018,"N",1,34030038,3403,3,0,0,2020-08-07,"0","84","38","14","3","8","11","1",2020,8,7,0,0,1,0,"34030038782020"
"10006562",5170775,96,0,11183295,11188836,61018,"TWA",34030038,14,14,3403,3,"NULL",61018,"N",1,34030038,3403,3,0,0,2020-08-09,"0","84","40","14","3","8","11","2",2020,8,9,0,0,1,0,"34030038982020"
"10007130",5170781,96,0,11206702,11212243,61018,"TWA",34030182,53,14,3403,3,"NULL",61018,"N",1,34030182,3403,3,0,0,2020-08-11,"0","86","64","14","3","4","4","3",2020,8,11,0,0,1,0,"340301821182020"
"10007698",5170783,96,0,11206935,11212476,61018,"TWA",34030008,54,10,3403,3,"NULL",61018,"N",1,34030008,3403,3,0,0,2020-08-12,"0","86","65","10","3","4","5","3",2020,8,12,0,0,1,0,"340300081282020"
"10008266",5170785,96,0,11206680,11212221,61018,"TWA",34030011,50,9,3403,3,"NULL",61018,"N",1,34030011,3403,3,0,0,2020-08-13,"0","85","64","9","3","4","4","3",2020,8,13,0,0,1,0,"340300111382020"
"10008834",5170788,96,0,11206652,11212193,47416,"TWA",34030011,64,9,3403,3,"NULL",47416,"E",1,34030011,3403,3,0,0,2020-08-13,"88","86","66","9","3","4","6","2",2020,8,13,0,1,1,0,"340300111382020"
"10009402",5170795,96,0,11182880,11188421,4572,"TWA",32010005,41,16,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2020-08-13,"85","0","60","16","2","1","1","1",2020,8,13,0,0,1,0,"baseline"
"10009970",5170801,96,0,11206761,11212302,29316,"TWA",34030011,60,10,3403,3,"NULL",29316,"N",1,34030011,3403,3,0,0,2020-08-13,"86","86","64","10","3","4","6","3",2020,8,13,0,0,1,0,"340300111382020"
"10010538",5170805,96,0,11206655,11212196,58359,"TWA",34030023,38,10,3403,3,"NULL",58359,"E",1,34030023,3403,3,0,0,2020-08-11,"0","84","61","10","4","3","4","3",2020,8,11,0,1,1,0,"340300231182020"
"10011106",5170827,96,0,11182859,11188400,44564,"TWA",34030038,34,14,3403,3,"NULL",44564,"E",1,34030038,3403,3,0,0,2020-08-07,"87","83","37","14","4","8","11","1",2020,8,7,0,1,1,0,"34030038782020"
"10011674",5170831,96,0,11182881,11188422,44564,"TWA",34030038,38,14,3403,3,"NULL",44564,"E",1,34030038,3403,3,0,0,2020-08-09,"0","0","38","14","3","8","10","1",2020,8,9,0,1,1,0,"34030038982020"
"10012242",5170837,96,0,11206639,11212180,44564,"TWA",34030182,31,14,3403,3,"NULL",44564,"E",1,34030182,3403,3,0,0,2020-08-11,"0","0","64","14","3","4","4","3",2020,8,11,0,1,1,0,"340301821182020"
"10012810",5170839,96,0,11206762,11212303,44564,"TWA",34030008,41,9,3403,3,"NULL",44564,"E",1,34030008,3403,3,0,0,2020-08-12,"0","0","65","9","3","4","5","3",2020,8,12,0,1,1,0,"340300081282020"
"10013378",5170841,96,0,11206636,11212177,44564,"TWA",34030011,55,9,3403,3,"NULL",44564,"E",1,34030011,3403,3,0,0,2020-08-13,"0","0","64","9","3","4","4","2",2020,8,13,0,1,1,0,"340300111382020"
"10013946",5170844,96,0,11183172,11188713,44564,"TWA",34030014,38,11,3403,3,"NULL",44564,"E",1,34030014,3403,3,0,0,2020-08-14,"0","86","62","11","3","4","4","3",2020,8,14,0,1,1,0,"340300141482020"
"10014514",5170848,96,0,11182939,11188480,61018,"TWA",34030014,14,11,3403,3,"NULL",61018,"N",1,34030014,3403,3,0,0,2020-08-14,"0","86","63","11","3","4","4","3",2020,8,14,0,0,1,0,"340300141482020"
"10015082",5170862,96,0,11182833,11188374,5054,"TWA",34030014,52,11,3403,3,"NULL",5054,"E",1,34030014,3403,3,0,0,2020-08-14,"86","86","64","11","3","4","4","3",2020,8,14,0,1,1,0,"340300141482020"
"10015650",5170873,96,0,11182878,11188419,39750,"TWA",34030014,91,11,3403,3,"NULL",39750,"N",1,34030014,3403,3,0,0,2020-08-14,"87","87","63","11","3","4","4","2",2020,8,14,0,0,1,0,"340300141482020"
"10016218",5170882,96,0,11192726,11198267,75193,"TWA",34030023,34,14,3403,3,"NULL",75193,"N",1,34030023,3403,3,0,0,2020-08-15,"87","86","55","14","4","3","4","2",2020,8,15,0,0,1,0,"baseline"
"10016786",5170883,96,0,11206730,11212271,74898,"TWA",34030011,34,9,3403,3,"NULL",74898,"N",1,34030011,3403,3,0,0,2020-08-13,"90","87","62","9","3","4","5","2",2020,8,13,0,0,1,0,"340300111382020"
"10017354",5170885,96,0,11206704,11212245,39750,"TWA",34030011,34,9,3403,3,"NULL",39750,"N",1,34030011,3403,3,0,0,2020-08-13,"87","87","62","9","3","4","5","2",2020,8,13,0,0,1,0,"340300111382020"
"10017922",5170888,96,0,11182961,11188502,74898,"TWA",34030014,38,11,3403,3,"NULL",74898,"N",1,34030014,3403,3,0,0,2020-08-14,"87","87","63","11","3","4","4","3",2020,8,14,0,0,1,0,"340300141482020"
"10018490",5170889,96,0,11183022,11188563,75193,"TWA",34030001,38,16,3403,3,"NULL",75193,"N",1,34030001,3403,3,0,0,2020-08-15,"87","84","55","16","3","4","5","2",2020,8,15,0,0,1,0,"baseline"
"10019058",5170892,96,0,11206647,11212188,72595,"TWA",34030011,37,9,3403,3,"NULL",72595,"E",1,34030011,3403,3,0,0,2020-08-13,"0","86","62","9","4","5","6","3",2020,8,13,0,1,1,0,"340300111382020"
"10019626",5170896,96,0,11183039,11188580,2948,"TWA",34030014,64,11,3403,3,"NULL",2948,"E",1,34030014,3403,3,0,0,2020-08-14,"85","85","62","11","4","4","4","2",2020,8,14,0,1,1,0,"340300141482020"
"10020194",5170899,96,0,11182923,11188464,39750,"TWA",34030009,41,11,3403,3,"NULL",39750,"N",1,34030009,3403,3,0,0,2020-08-06,"89","85","69","11","3","5","6","2",2020,8,6,0,0,1,0,"34030009682020"
"10020762",5170902,96,0,11182993,11188534,39750,"TWA",34030023,54,10,3403,3,"NULL",39750,"N",1,34030023,3403,3,0,0,2020-08-05,"86","85","59","10","3","3","3","3",2020,8,5,0,0,1,0,"baseline"
"10021330",5170905,96,0,11206646,11212187,45695,"TWA",34030023,64,10,3403,3,"NULL",45695,"E",1,34030023,3403,3,0,0,2020-08-11,"90","86","64","10","4","3","4","3",2020,8,11,0,1,1,0,"340300231182020"
"10021898",5170909,96,0,11206828,11212369,45695,"TWA",34030182,82,16,3403,3,"NULL",45695,"E",1,34030182,3403,3,0,0,2020-08-11,"90","86","65","16","3","4","4","3",2020,8,11,0,1,1,0,"340301821182020"
"10022466",5170925,96,0,11206711,11212252,45695,"TWA",34030011,38,9,3403,3,"NULL",45695,"E",1,34030011,3403,3,0,0,2020-08-13,"88","86","64","9","3","4","6","2",2020,8,13,0,1,1,0,"340300111382020"
"10023034",5170954,96,0,11183243,11188784,53967,"TWA",33010059,34,13,3301,3,"NULL",53967,"N",1,33010059,3301,3,0,0,2020-03-02,"78","78","45","13","2","3","3","3",2020,3,2,0,0,1,0,"33010059232020"
"10023602",5170958,96,0,11183308,11188849,53967,"TWA",33010059,66,11,3301,3,"NULL",53967,"N",1,33010059,3301,3,0,0,2020-06-24,"80","80","50","11","2","3","3","3",2020,6,24,0,0,1,0,"330100592462020"
"10024170",5170960,96,0,11183035,11188576,3217,"TWA",33010059,41,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-17,"86","86","35","8","4","3","3","2",2020,8,17,0,1,1,0,"330100591782020"
"10024738",5170961,96,0,11182851,11188392,3217,"TWA",33010059,4,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-17,"86","86","50","9","3","3","3","2",2020,8,17,0,1,1,0,"330100591782020"
"10025306",5170964,96,0,11182922,11188463,75193,"TWA",34030001,54,14,3403,3,"NULL",75193,"N",1,34030001,3403,3,0,0,2020-08-16,"86","84","55","14","3","4","5","2",2020,8,16,0,0,1,0,"340300011682020"
"10025874",5170978,96,0,11182892,11188433,75191,"TWA",34030001,60,14,3403,3,"NULL",75191,"N",1,34030001,3403,3,0,0,2020-08-16,"0","0","55","14","4","5","5","2",2020,8,16,0,0,1,0,"340300011682020"
"10026442",5170989,96,1,11183844,11189385,10466,"TWA",23010043,64,10,2301,2,"NULL",10466,"E",1,23010043,2301,2,0,0,2020-08-17,"0","87","60","10","3","6","6","3",2020,8,17,1,1,2,1,"baseline"
"10027010",5170993,96,0,11183117,11188658,3217,"TWA",33010059,70,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-18,"86","86","50","8","4","3","3","2",2020,8,18,0,1,1,0,"330100591882020"
"10027578",5170996,96,0,11182895,11188436,3217,"TWA",33010059,64,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-18,"86","86","40","9","4","3","3","2",2020,8,18,0,1,1,0,"330100591882020"
"10028146",5171026,96,0,11206754,11212295,70218,"TWA",34030008,17,10,3403,3,"NULL",70218,"E",1,34030008,3403,3,0,0,2020-08-12,"0","0","60","10","3","4","5","3",2020,8,12,0,1,1,0,"340300081282020"
"10028714",5171030,96,0,11182877,11188418,3217,"TWA",33010059,34,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-19,"86","86","60","8","4","3","3","2",2020,8,19,0,1,1,0,"330100591982020"
"10029282",5171031,96,0,11182910,11188451,3217,"TWA",33010059,31,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-19,"86","86","60","10","4","3","3","2",2020,8,19,0,1,1,0,"330100591982020"
"10029850",5171038,96,0,11192721,11198262,47180,"TWA",34060007,63,10,3406,3,"NULL",47180,"N",1,34060007,3406,3,0,0,2020-08-12,"88","88","52","10","2","3","4","3",2020,8,12,0,0,1,0,"baseline"
"10030418",5171055,96,0,11192700,11198241,3217,"TWA",33010059,66,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-20,"85","85","40","9","4","3","3","2",2020,8,20,0,1,1,0,"330100592082020"
"10030986",5171056,96,0,11192821,11198362,3217,"TWA",33010059,65,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-20,"85","85","50","10","4","3","3","2",2020,8,20,0,1,1,0,"330100592082020"
"10031554",5171109,96,0,11192704,11198245,3217,"TWA",33010059,64,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-21,"86","86","50","9","4","3","3","2",2020,8,21,0,1,1,0,"330100592182020"
"10032122",5171110,96,0,11224159,11229700,3217,"TWA",33010059,64,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-21,"86","86","50","10","4","3","3","2",2020,8,21,0,1,1,0,"330100592182020"
"10032690",5171111,96,0,11192741,11198282,3217,"TWA",33010059,41,12,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-21,"86","86","30","12","4","1","1","2",2020,8,21,0,1,1,0,"330100592182020"
"10033258",5171158,96,0,11192887,11198428,10466,"TWA",33010059,31,10,3301,3,"NULL",10466,"E",1,33010059,3301,3,0,0,2020-08-22,"0","85","60","10","2","3","3","2",2020,8,22,0,1,1,0,"330100592282020"
"10033826",5171159,96,0,11192729,11198270,10466,"TWA",33010059,10,11,3301,3,"NULL",10466,"E",1,33010059,3301,3,0,0,2020-08-22,"0","85","60","11","2","3","3","2",2020,8,22,0,1,1,0,"330100592282020"
"10034394",5171160,96,0,11192743,11198284,10466,"TWA",33010059,34,12,3301,3,"NULL",10466,"E",1,33010059,3301,3,0,0,2020-08-22,"0","85","60","12","2","3","3","3",2020,8,22,0,1,1,0,"330100592282020"
"10034962",5171161,96,0,11192707,11198248,4572,"TWA",32010005,53,12,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2020-08-22,"80","0","90","12","2","1","1","2",2020,8,22,0,0,1,0,"baseline"
"10035530",5171175,96,0,11192844,11198385,71498,"TWA",34040002,51,13,3404,3,"NULL",71498,"N",1,34040002,3404,3,0,0,2020-08-19,"90","0","55","13","3","3","4","3",2020,8,19,0,0,1,0,"baseline"
"10036098",5171176,96,0,11192728,11198269,71498,"TWA",34040002,53,13,3404,3,"NULL",71498,"N",1,34040002,3404,3,0,0,2020-08-18,"89","87","67","13","4","4","4","3",2020,8,18,0,0,1,0,"baseline"
"10036666",5171178,96,0,11192761,11198302,58359,"TWA",33010059,63,14,3301,3,"NULL",58359,"E",1,33010059,3301,3,0,0,2020-07-12,"0","84","112","14","2","3","3","3",2020,7,12,0,1,1,0,"330100591272020"
